20,"A FISCAL DEADLINE COULD FORCE G.O.P. TO BREAK A PLEDGE"
16,"SEPT. 11 PANELISTS SEEKING U.S. DATA ON TERROR RISKS"
15,"NABISCO IN ACCORD TO BE PURCHASED BY PHILIP MORRIS"
12,"A Final Salute"
19,"Now Free to Marry, Canada's Gays Say, 'Do I?'"
19,"Israel, With U.S. Push, Moves To Bolster Palestinian Election"
15,"Fall of Enron Ends Its Dance With Houston"
15,"TELEPHONE GIANT: THE DEAL;"
20,"I.R.S. Hearings Resume"
16,"Bush Backs Troop Plan"
19,"An Exodus of African Nurses Puts Infants and the Ill in Peril"
15,"A WALL STREET BEHEMOTH: THE DEAL;"
12,"Time Eases Tough Drug Laws, but Fight Goes On"
20,"In Secretly Taped Conversations, Glimpses of the Future President"
15,"Travelers Chief, at 65, Lands 'The Deal' of a Life of Deals"
20,"Lawmaker Quits Over E-Mail Sent To Teenage Pages"
20,"House G.O.P Seeks New Way To Block Campaign Measure"
15,"A $12 Billion Carrot for Prudential Policyholders"
20,"DEAN EMERGING AS LIKELY CHIEF FOR DEMOCRATS"
19,"An Organ Composition for the Very, Very Patient"
20,"2 Acquitted by Whitewater Jury; Mistrial Declared on Other Counts"
12,"For '73 Rape Victim, DNA Revives Horror, Too"
19,"Vietnam Finds an Old Foe Has a New Allure"
16,"The Navy's Fleet of Tomorrow Is Mired in Politics of Yesterday"
20,"A New Kansas Senator"
19,"Big New Loss Makes Japan Look Inward"
16,"KEY MISSILE PARTS ARE LEFT UNTESTED AS BOOSTER FAILS"
20,"Hispanics Back Big Government And Bush, Too"
16,"Ghost of Ground Zero"
20,"BUSH SET TO NAME EX-HEAD OF POLICE FOR SECURITY POST"
16,"After the Siege, A City of Ruins, Its Dead Rotting"
20,"Lott Defeats Fellow Mississippian As Republican Leader of Senate"
15,"Pixar, Creator of 'Finding Nemo,' Sees End to Its Disney Partnership"
19,"DNA Backs a Tribe's Tradition Of Early Descent From the Jews"
19,"Christian Rebels Wage a War of Terror in Uganda"
3,"High-Tech Stealth Being Used To Sway Doctor Prescriptions"
29,"Woods Wins the Masters For His 4th Straight Major"
3,"Tobacco Town Changing Image As Reports on Smoking Darken"
19,"Next in Line in Argentina"
12,"Police Confirm Sniper's Link To 7th Killing"
19,"Russian Pilgrims Put Their Faith in St. Nicholas"
20,"In First Encounter, Democrats Hit Bush Over Jobs and Iraq"
16,"AT LEAST 64 DEAD AS REBELS STRIKE IN 3 IRAQI CITIES"
19,"Hostages Are Safe As Hijacking Ends"
20,"THE 2000 CAMPAIGN: CAMPAIGN FINANCE;
Longtime Fund-Raiser for Gore Convicted in Donation Scheme"
19,"AIDS Patients in Zambia Face Stark Choices"
19,"Rivers Run Black, and Chinese Die of Cancer"
20,"The Race for Congress: Texas' 14th District; Under Fire, a G.O.P. Convert Wins Party's Fierce Loyalty"
20,"G.O.P. Whip Steps Forward"
19,"INTERNATIONAL BUSINESS; 
Generic Drugs From India Prompting Turf Battles"
16,"Civilians in Sub Sat at 2 Controls When Ships Hit"
15,"A Financial Limbo"
16,"U.S. REPORT FINDS IRAQIS ELIMINATED ILLICIT ARMS IN 90's"
19,"Israeli Leader Ready for Vote in Parliament"
19,"ARAFAT DIES AT 75; NO SUCCESSOR SET; WEST BANK BURIAL"
29,"Buccaneers Dominate Raiders to Win Super Bowl"
16,"COMMANDO SAVED IN AFGHANISTAN"
20,"CLINTON ADMISSION INCREASES TENSION AMONG DEMOCRATS"
20,"THE PRESIDENT UNDER FIRE: THE OVERVIEW;"
20,"Motorist Breaches Cordon of Security Around President"
20,"POLITICS: STATE BY STATE -- CALIFORNIA; Focus Shifts To Contests In the House"
29,"So Much for History: Texas Wins Game 1 From Yankees"
29,"20 Years, 20 Strikeouts"
3,"Estrogen Tied to Slight Increase In Risks to Heart, a Study Hints"
16,"A Nation Challenged: Military; U.S. May Gain Use Of More Air Bases To Strike Taliban"
19,"TWO YEARS LATER: QAEDA LEADERS; 
BIN LADEN IS SEEN WITH AIDE ON TAPE"
3,"Some Cured of Sickle Cell Disease By Transplants of Bone Marrow"
16,"A NATION AT WAR: BAGHDAD; 
Back at Work, Iraqis Discover Offices in Chaos"
20,"McCAIN ON BALLOT ACROSS NEW YORK AS PATAKI GIVES IN"
19,"Myanmar Is Left in Dark, an Energy-Rich Orphan"
20,"THE SECOND TERM: THE NOMINEE;"
20,"A Longtime Pataki Confidant Is a Highly Paid Lobbyist, Too"
20,"In Harshest Critique Yet, Kerry Attacks Bush Over War in Iraq"
19,"Would-Be Afghan Rulers Find Their Islamics Steamroller Halted"
12,"Desperate Measures -- A Special Report: Embattled Parents Seek Help, at Any Cost"
3,"HEALTH COVERAGE OF YOUNG WIDENS WITH STATES' AID"
16,"A NATION AT WAR: THE SCENE; 
Muted Joy as Troops Capture an Iraqi Town"
3,"Age-Old Cures, Like the Maggot, Get U.S. Hearing"
19,"Hun Sen Says He's Enjoying Being Cambodia's Sole Ruler"
19,"On India's Roads, Cargo and a Deadly Passenger"
19,"ISRAELI AIR RAIDS DESTROY BRIDGES NORTH OF BEIRUT"
20,"General Clark on the Hustings: Complexity and Contradiction"
16,"INQUIRY SUGGESTS MARINES EXCISED FILES ON KILLINGS"
29,"A Very Imperfect Night"
19,"Russian Command Suspending Assault On Chechen Capital"
29,"Top Seeding for Giants"
19,"ISRAEL PULLS BACK FROM PEACE PLAN AFTER 4 ATTACKS"
19,"Purges Hint at Beginning of the End for Milosevic"
19,"Dissident Is 'Stable'"
16,"A Nation Challenged: The Evidence; NATO Says U.S. Has Proof Against bin Laden Group"
20,"AIDE TO FIRST LADY WAS GIVEN CHECK AT WHITE HOUSE"
16,"After The Attacks: The Trail; Bush Tells The Military To 'Get Ready'; Broader Spy Powers Gaining Support"
16,"On Plotters' Path to U.S., A Stop at bin Laden Camp"
16,"A Price on Their Heads"
20,"G.O.P. LEADERSHIP IN HOUSE REBUFFED ON ELECTION FUNDS"
20,"United for a Cause"
20,"Documents Suggest Guard Gave Bush Special Treatment"
15,"Currency Trading Schemes Leave Unwary Investors Holding the Bag"
20,"Inquiry Into Files"
16,"THREATS AND RESPONSES: THE INSPECTIONS; 
'IN PRINCIPLE,' IRAQ AGREES TO DESTROY FORBIDDEN MISSILES"
19,"Vietnam's Forgotten Army"
19,"London Journal; 
We Know What He Did for Love, And Now, Word of What She Did"
16,"Anger, Outrage and Support"
19,"Security Tightened in New York After Vague Threats of Terrorism"
19,"Sharon's Two Struggles"
19,"TERROR DETAINEE IS SEEN AS LEADER IN PLOT BY QAEDA"
20,"3 DeLay Aides Facing Charges In Fund-Raising"
16,"Women in Military Say Silence On Harassment Protects Careers"
16,"M.P.'s Received Orders to Strip Iraqi Detainees"
19,"MAIN STREET, JAPAN: For Better or for Worse; Who Needs Love! In Japan, Many Couples Don't"
19,"THE SARS EPIDEMIC: 'SUPERSPREADER'; 
Man's Virus Infects Town, Killing His Family"
16,"Moscow Takes Step To Ease U.S. Fears On Plutonium Use"
3,"BATTLE LINES FORM IN MEDICARE FIGHT"
19,"First Meeting for Bush and Jiang"
12,"RAMPAGE AT THE EMPIRE STATE BUILDING: OVERVIEW;"
3,"IN NEW METHOD FOR STEM CELLS, VIABLE EMBRYOS"
16,"CRISIS IN THE BALKANS: THE MILITARY;"
19,"Pentagon Finds Ongoing Lapses In Gulf Security"
19,"100,000 Serbs Take to Streets Against Milosevic"
19,"Argentine Military for Rent; Turns Swords Into Tin Cups"
3,"HOSPITAL IS FINED FOR 'WOEFUL' CARE"
16,"Citing Security, U.S. Jails Iraqis It Used in Plot"
19,"BOMBERS STRIKE BAGHDAD HOTELS"
15,"MICROSOFT CHIDED AS ANTITRUST TRIAL DRAWS TO A CLOSE"
19,"Angola's Exhausted People Confront War's Agony Again"
19,"Russians Pounding Rebels Who Hold 100 Hostages"
20,"As Voting Rolls Increase, So Do The Wild Cards"
20,"One Consolation for Clinton: Democratic Donations Surge"
16,"RESERVE CALL-UP FOR AN IRAQ WAR MAY EQUAL 1991'S"
12,"Cops' Favorite Target Thug, But Just Who Was the Guy?"
16,"Farewell to Three"
19,"Where East Meets West"
19,"U.S. to Broaden India's Access To Nuclear-Power Technology"
15,"EX-ENRON OFFICIAL ADMITS PAYMENTS TO FINANCE CHIEF"
3,"Controls Sought For Drug Sales On the Internet"
16,"THREATS AND RESPONSES: ATTACK STRATEGY; 
TOP GENERAL SEES PLAN TO SHOCK IRAQ INTO SURRENDERING"
20,"CONTESTING THE VOTE: SEMINOLE COUNTY;
DEMOCRATS LOOK TO ANOTHER TRIAL"
19,"Darfur's Babies of Rape Are on Trial From Birth"
19,"On Eve of African Relief Talks, Aid Donors Argue Over Numbers"
19,"A Nation Challenged: The Legislation; Antiterrorism Bill Passes; U.S. Gets Expanded Powers"
20,"Bush's Rating Falls To Its Lowest Point, New Survey Finds"
3,"Employers Seek To Shift Costs Of Drugs to U.S."
12,"Clinton to Require State Efforts to Cut Drug Use in Prisons"
20,"POLITICS: NEWS ANALYSIS; Going 'Outside': Bold, Maybe Perilous"
16,"U.S. TROOPS SET FOR FINAL ATTACK ON FALLUJA FORCE"
19,"KOREAN SHOOTING IS CASTING CLOUD ON SIGNS OF THAW"
19,"Terrorist Yields Clues to Plots, Officials Assert"
19,"A Nation Challenged: Bioterror Treaty; U.S. Seeks Changes In Germ War Pact"
29,"U.S. Open Playoff Today"
19,"Diplomacy Star Is Born"
20,"40 Years After Shots in Dallas, A Survivor's Painful Memories"
19,"Tokyo Journal; Japan vs. Korea, Again, and Both Cry 'Foul!'"
15,"A Search for Answers To Avoid the Layoffs"
3,"A New Strategy To Discourage Driving Drunk"
19,"British Warning on Antidepressant Use for Youth"
16,"AFTER THE WAR: SECURITY; 
U.S. Is Creating An Iraqi Militia To Relieve G.I.'s"
16,"BUSH TEAM URGES BOLD INSPECTIONS OF IRAQ'S ARSENAL"
12,"Honoring a Fallen Firefighter"
19,"Calm Ulster Marches After Violent Week"
20,"A Senate Race In Oklahoma Lifts the Right"
19,"In the Hundreds of Thousands, Kosovo Homeless Feel Forsaken"
19,"Powell Assails Israel for Gaza Incursion"
29,"The Cup Gets Away From the Devils"
29,"BASEBALL;
Baseball Suspends Rocker Till May for Comments"
15,"A Reminder"
3,"Colorado Fuels U.S. Debate Over Use of Behavioral Drugs"
3,"A Big Ad Campaign Helps Stall the Bill To Reduce Smoking"
20,"G.O.P. Nearing Money Record For Convention"
29,"In Board Sports, Insiders' Status Makes Gear Sell"
19,"Mining Giant Told It Put Toxic Vapors Into Indonesia's Air"
19,"Iraqis Abroad Seem Reluctant"
19,"Many Iranians Hope Mandate Brings Change"
20,"G.O.P. Chooses Speakers"
16,"Radio Transmitter To Oppose Hussein Wins U.S. Support"
12,"Embarrassed, Giuliani Promises Changes at a Shelter for Women"
20,"Fall Campaign Raises Pressure On Capitol Hill"
16,"A Domestic Sort With Global Worries"
20,"THE 2000 CAMPAIGN: THE TEXAS GOVERNOR;
Bush Approves New Attack Ad Mocking Gore"
19,"Investors Show Faith In Korean Rebound"
12,"Few Options or Safeguards In a City's Juvenile Courts"
20,"BYPASSING SENATE FOR SECOND TIME, BUSH SEATS JUDGE"
19,"Plea to I.M.F."
19,"GRIM REGIME: A special report.;
For Burmese, Repression, AIDS and Denial"
16,"A Nation Challenged: Policy And Legislation; U.S. Widens Policy On Detaining Suspects; Troubled Airlines Get Federal Aid Pledge"
3,"CONFUSION IS RIFE ABOUT DRUG PLAN AS SIGN-UP NEARS"
19,"Chinese Fight Crime With Torture and Executions"
3,"REGULATORS WANT ANTIDEPRESSANTS TO LIST WARNING"
3,"THE DEBATE ON AID FOR THE ELDERLY FOCUSES ON WOMEN"
20,"CAMPAIGN FINANCE BILL WINS FINAL APPROVAL IN CONGRESS AND BUSH SAYS HE'LL SIGN IT"
20,"Jurors in Maryland Indict Linda Tripp In Lewinsky Tapes"
16,"Another Bombing in Baghdad, and Two Grisly Discoveries"
16,"A Global Player"
19,"A Global Milestone for U.N., Local Chaos for New Yorkers"
16,"Huge Cache of Explosives Vanished From Site in Iraq"
19,"Identity Crisis for Denmark: Are We Danes or Europeans?"
19,"Blair Wins Re-election, but His Hold Is Weakened"
15,"New Online: DealBook"
19,"Iraqi Officials To Allow Vote By Expatriates"
16,"Iraqi Rejects Top Job; Cleric's Aide Seized"
3,"AIDS Underestimated"
12,"F.B.I. Files Link Big Film Names To a Detective"
19,"Israelis Warned on Arafat"
3,"Scientists Cultivate Cells at Root of Human Life"
29,"In N.F.L.'s Search for Winners, No Old Coach Is Left Unturned"
20,"WARNING ON CHINA NEVER GOT TO HIM, CLINTON CONTENDS"
19,"HOUSE OF GRAFT: Tracing the Bhutto Millions -- A special report.;"
29,"Yankees Win Series With A's"
16,"Saying Battle Is Reaching End, U.S. Sends Troops Back to Base"
20,"Finance Debate Spans the Political Spectrum"
16,"CLINTON SIGNS BILL FOR $256.6 BILLION FOR ARMED FORCES"
3,"AUDIT OF MEDICARE FINDS $23 BILLION IN OVERPAYMENTS"
19,"Blair Is Conciliatory But Firm on Iraq War"
16,"Freed Afghan Prisoner"
19,"Zhirinovsky Savors Russian Kingmaker Role"
15,"SETTLEMENTS SEEN IN VITAMIN PRICING"
19,"CLINTON IN CHINA: THE OUTLOOK;"
19,"ARAB PROTESTERS FOCUS IRE ON U.S."
19,"Suicide Bomber Kills 5; Israel Retaliates in Jet Strikes"
16,"AFTEREFFECTS: BASES; 
U.S. Will Move Air Operations To Qatar Base"
16,"Tracking Suspicions About China's Atom Spying"
20,"Gore's Fund-Raising Casts a Political Shadow"
20,"A Parade of Irish Heritage and New York Politics"
19,"And Yet So Far: A Special Report; Quest for Mideast Peace; How and Why It Failed"
20,"Perot Endorses Bush"
20,"SEEKING ANSWERS, CENSUS IS STIRRING PRIVACY QUESTIONS"
19,"CLINTON IN CHINA;"
16,"A Nation Challenged: The Investigation; Some Terror Cells Broken Up in U.S., Investigators Say"
12,"Body on Boat Could Be Cunanan's, Officials Say"
19,"Inches at a Time, Crews Search For Bodies in a London Tunnel"
29,"COLLEGES;"
12,"Executions Spread From South, Become Part of U.S. Landscape"
3,"Doubters Fault Theory Finding Earlier Puberty"
19,"In a Front-Line Chechen Village: Missiles, Bombs and Resistance"
15,"U.S. Appeals Court Rejects Microsoft Request for Delay"
20,"THE DEMOCRATS: THE IMPACT; No Gathering of Ideas"
29,"Sports of The Times;"
16,"U.S. Troops Start Major Attacks On Shiite Insurgents in 2 Cities"
20,"THE 2000 CAMPAIGN: THE AD CAMPAIGN;
Democrats See, and Smell, Rats in G.O.P. Ad"
3,"Bush Drug Plan Calls for Using Discount Cards"
12,"2ND SNIPER FOUND GUILTY IN VIRGINIA"
19,"Russian Ex-Spy Lived and Died In World of Violence and Betrayal"
15,"MANY CONTRACTS FOR STORM WORK RAISE QUESTIONS"
16,"In Vote Clinton Sought to Avoid, House Backs a Force for Kosovo"
3,"Panel Said to Call for Closing 9 Hospitals in State"
16,"For Iraqis in Harm's Way, $5,000 and 'I'm Sorry'"
15,"CNN Chairman Is Leaving"
15,"Nasdaq in a Big Rally"
19,"Target Was Israeli Government, Says Arab Linked to 3 Bombings"
20,"Equal Footing: A special report; 9 Million Gaining Upgrade Benefit For Mental Care"
16,"BOMBING KILLS 47 AT POLICE STATION IN IRAQI CAPITAL"
19,"For Pol Pot, An Endgame"
15,"Wall Street Is Calmer As Stocks Rise Again"
19,"SMALLPOX VACCINE BACKED FOR PUBLIC"
19,"Prisoner Enters Palestinian Race For New Leader"
20,"FOE OF ABORTION, SENATOR IS COOL TO COURT CHOICE"
3,"Health Plan That Cuts Costs Raises Doctors' Ire"
16,"WAVE OF VIOLENCE BY REBELS IN IRAQ KILLS 80 IN 3 DAYS"
20,"U.S. Is Beginning Criminal Inquiry In Pardon Of Rich"
20,"Gingrich Is Heard Urging Tactics in Ethics Case"
16,"ASKING PATIENCE, PRESIDENT CITES PROGRESS IN IRAQ"
3,"No Days Off Are Allowed, Experts Argue"
20,"Democrats Seek Louder Voice From Edwards"
19,"HOCKEY;"
20,"Plenty of Dirty Jobs in Politics And a New Breed of Diggers"
15,"Bush Makes Return Visit; 2 Levees Secured"
19,"U.N. Admits Error In Handling Video Of Arab Fighters"
19,"Norway's Thoroughly Modern Royal Pair"
19,"Prosperous Colombians Flee, Many to U.S. to Escape War"
20,"President Turns New York Visit Into Big Money"
3,"A Study Finds Children's Aid Goes to Adults"
19,"Sweet but Deadly Addiction Is Seizing the Young in India"
20,"An Election Day For 2d Thoughts"
12,"Limits on Power and Zeal Hamper Firearms Agency"
20,"THE SUPREME COURT: ARGUMENTS; 
Justices Hear Vigorous Attacks On New Campaign Finance Law"
15,"Pension Battle May Entangle Mogul's Home"
16,"AIR POWER ALONE CAN'T DEFEAT IRAQ, RUMSFELD ASSERTS"
20,"Campaign Debate Gives Hartford An Opportunity to Promote Itself"
16,"Iraq Threatens To Shoot Down U.S. Spy Planes"
16,"New Poll Finds Mixed Support For Wiretaps"
19,"Hindu Party Says It Will Reconsider Its Nuclear Policy"
16,"THREATS AND RESPONSES: NEWS ANALYSIS; 
A New Doctrine for War"
15,"Chevron Agrees to Buy Texaco For Stock Valued at $36 Billion"
16,"U.S. Says 16 Killed in Raids Weren't Taliban or Al Qaeda"
16,"Its Ranks Depleted, A Weary Fire Dept. Is Trying to Regroup"
3,"House Set to Debate Patients' Rights Bills"
20,"RENO ANNOUNCES AN INITIAL INQUIRY INTO CLINTON ADS"
20,"Top Dean Aide Discusses Plans To Back Kerry"
19,"SPENDING TO AVERT EMBASSY ATTACKS ASSAILED AS TIMID"
20,"FEDERAL IMPASSE SADDLING STATES WITH INDECISION"
20,"Nader Emerging as the Threat Democrats Feared"
20,"Schumer and Clinton Vie to Share Spotlight"
15,"Cigarette Maker Manipulated Nicotine, Its Records Suggest"
19,"Israel Facing a Well-Trained and Supplied Enemy"
19,"IRAQIS PRESS U.S. FOR COMPROMISE TO GAIN SELF-RULE"
15,"Bush, on Wall St., Offers Tough Stance"
19,"Showing Off the Rose Garden"
19,"Steps to Revive Asia"
12,"Supreme Court Bars Roadblocks Set Up To Search for Drugs"
16,"C.I.A.'s Self-Critique In Bay of Pigs Fiasco"
19,"War in Sudan? Not Where the Oil Wealth Flows"
20,"EYES ON 2004 VOTE, DEMOCRATS FAULT U.S. TERROR DEFENSE"
19,"Little Cause for Hope On a Mideast Accord"
3,"Buying Group For Hospitals Changes Ways"
20,"THE PRESIDENT'S TRIAL: NEWS ANALYSIS;"
19,"Fears of Terror A Complication For Art Exhibits"
16,"THE DEAL ON IRAQ: SECRET ARSENAL: The Hunt for the Germs of War -- A special report.;"
16,"U.S. Generals Criticize"
19,"Gunfire Rattles Palestinian Truce"
20,"POLITICS: THE REPUBLICAN; Shifting Tone of Campaign, Dole Presses the Ethics Issue"
15,"MERGER OF NYNEX AND BELL ATLANTIC CLEARS U.S. HURDLE"
19,"Red Flag Aloft, a Russian City Defiantly Upholds Soviet Ways"
20,"COUNSEL REPORTED TO ASK STIFF FINE IN GINGRICH CASE"
20,"TWO STATES RETAIN ROLES IN SHAPING PRESIDENTIAL RACE"
19,"Reports That Led to Terror Alert Were Years Old, Officials Say"
19,"New U.N. Chief Proposes Plans To Slash Waste"
29,"October Fans Join Summer Fanatics on Yankee Bandwagon"
20,"THE 2000 CAMPAIGN: THE VICE PRESIDENT;
Gore Takes Tough Stand on Violent Entertainment"
29,"Knicks Lose Ewing For Rest of Season"
19,"Terrorism, at a Fruit Stand"
19,"British Rethinking Test Rules After Drug Trial Nearly Kills 6"
19,"Greek Ex-Premier Dies"
16,"A WAR OF NUMBERS EMERGES OVER COST OF ENLARGING NATO"
19,"300 Crosses Taken Out at Auschwitz"
20,"POLITICS: THE DELEGATES; The Delegates: Where Image Meets Reality"
16,"GERMANS LAY OUT EARLY QAEDA TIES TO 9/11 HIJACKERS"
29,"Samba in the Streets"
3,"MINIMAL BENEFIT IS SEEN IN DRUGS FOR ALZHEIMER'S"
20,"Clinton and Republican Leaders Agree on Five Goals"
19,"The Driver of Diana: Friends Are Puzzled"
3,"Medicare Cuts Jolt New York Hospitals That Train Doctors"
16,"A NATION AT WAR: THE IRAQI CAPITAL; 
BLASTS IN BAGHDAD"
20,"POLITICS: THE ISSUES; South Carolina Is a Crossroads For the G.O.P."
3,"Limited Enforcement"
3,"Study Finds Secondhand Smoke Doubles Risk of Heart Disease"
16,"MARINES PUSHING DEEPER INTO CITY HELD BY SHIITES"
3,"The Man on the Table Was 97, but He Devised the Surgery"
19,"African Women in France Battling Polygamy"
20,"IMPEACHMENT: THE SENATE;"
19,"Gazans Revel as They Sift Through Ex-Settlements"
16,"ASHCROFT LEARNED OF AGENT'S ALERT JUST AFTER 9/11"
20,"THE 2000 CAMPAIGN: IN CONGRESS;
Two Parties Share Soapbox in Hearing To Scold Hollywood"
29,"From Uzbekistan to Jerusalem: Olympic Team and Hopes Grow"
29,"SPECIAL TODAY;"
16,"Lost Amid the Rising Tide of Deatainees in Iraq"
16,"AFTER THE WAR: TRUCK BOMBING; 
HUGE SUICIDE BLAST DEMOLISHES U.N. HEADQUARTERS IN BAGHDAD; TOP AID OFFICIALS AMONG 17 DEAD"
19,"A Russian Coal-Mine Region Producing Little but Misery"
15,"Ex-Chief of Sotheby's Is Convicted of Price Fixing"
19,"3 NATIONS AGREE ON FREEZING GOLD LOOTED BY NAZIS"
15,"Friends and Families Invited When Companies Go Public"
29,"Paying Top Dollar For Punishment, 26 Miles' Worth"
19,"FEARS OF ATTACK AT CONVENTIONS DRIVE NEW PLANS"
19,"Defying Threats, Millions of Iraqis Flock to Polls"
16,"Bomb Kills 17 in Iraq"
19,"Messy Free-Market Plunge Rattling China's Businesses"
19,"Gaza Crossings: Choked Passages to Frustration"
3,"Children Test New Medicines Despite Doubts"
20,"Bush's Immigration Plan Stalled As House G.O.P. Grew Anxious"
3,"Hormone May Explain Difficulty Dieters Have Keeping Weight Off"
15,"'I Didn't Know' Did Not Sway Houston Jury"
20,"POLITICS: IN THE SOUTH; A Southern Democrat Resists The Lure of Party Switching"
16,"ARMS INSPECTORS IN IRAQ TO DEPLOY NEW TECHNOLOGY"
19,"Challenge for a Tribunal"
3,"Managed Care Has Trouble Treating AIDS, Patients Say"
16,"A Captain's Journey From Hope To Just Getting Her Unit Home"
3,"Hold That Fat, New York Asks Its Restaurants"
16,"Correcting the Record on Sept. 11, in Great Detail"
3,"Decade After Health Care Crisis, Soaring Costs Bring New Strains"
12,"Clinton Urged To Cite Mexico For Drug Flow"
29,"'World's Meanest Man' Meets His Match"
20,"TV Newsman Is His Own News in the Leak Case"
20,"Public Voicing Doubts on Iraq And the Economy, Poll Finds"
16,"White House to Delay Shift On Iraq Until Early in 2007"
16,"CRISIS IN THE BALKANS: DIPLOMACY;"
19,"Bomb Kills 2 in London Gay Bar; Extremists Tied to Three Attacks"
19,"Musharraf's Quandary"
19,"Shiite Leader Named Iraq Premier To End 2 Months of Wrangling"
3,"U.S. Concedes Some Cell Lines Are Not Ready"
19,"AFTEREFFECTS: THE ATTACK; 
Bush Condemns Saudi Blasts; 7 Americans Are Dead"
12,"First Killing May Offer Clues to Four Others"
19,"Rival Ousted in China"
3,"Hands Tied, Judges Rue Law That Limits H.M.O. Liability"
20,"Bush Forgoes Federal Funds And Has No Spending Limit"
29,"All-Around She Goes"
3,"Removal of Healthy Breasts Is Found to Cut Cancer Risk"
3,"Lawmakers Advance On Health Insurance"
19,"PALESTINIAN MOB ATTACKS POLLSTER"
3,"Bush Signs Law To Cover Drugs For the Elderly"
19,"Murmurs in Baghdad Of a Weakened Boss"
20,"Return of Partisanship to Capitol Hill"
12,"In His 'Safe' Station, Subway Clerk, 60, Is Killed"
19,"THREATS AND RESPONSES: LOCAL GOVERNMENTS; 
ANTITERROR MONEY STALLS IN CONGRESS"
15,"Audit Overseer Being Challenged By Firm HeDismissed at Old Job"
15,"Enron Fall Creates Race to Regulate"
19,"Hoofbeats and Tank Tracks Share Golan Range"
3,"Scientists Find A Key Weapon Used by H.I.V."
16,"U.S. Takes Custody Of a Qaeda Trainer Seized by Pakistan"
16,"CRISIS IN THE BALKANS: THE TOLL;"
19,"Israel Relaxes Amnesty Policy On Palestinians"
29,"BASEBALL PLAYOFFS"
19,"HINDU BLOC GAINS WEAK GRIP ON HELM"
20,"POLL SHOWS TIE; CONCERNS CITED ON BOTH RIVALS"
20,"Undaunted by Polls, Faithful Keep Edwards Banner Aloft"
19,"House Threatens To Hold U.N. Dues In Loss Of A Seat"
19,"Clinton Visits Bosnia to Thank the G.I.'s"
16,"Early Target Of Offensive Is a Hospital"
20,"Gingrich Makes Appeal to Party; Moderate Urges Him to Step Down"
15,"Sex Shops on the Defensive, But Far From Stamped Out"
16,"G.I.'S TO INCREASE U.S. SUPERVISION OF IRAQI POLICE"
29,"WORLD SERIES '96; Cone Pitches the Yankees To Victory Over the Braves"
3,"Drug Makers Race to Cash In on Fight Against Fat"
15,"BILLIONS UPON BILLIONS: A special report.;"
15,"Tax Break Bringing Businesses, And Fraud, to the Virgin Islands"
20,"Clinton's No. 2 Choices"
15,"A New Orleans Home Is Reborn, With Grit and Persistence"
16,"CONFLICT IN THE BALKANS: THE RUSSIANS;"
19,"EUROPE JOINS U.S. IN URGING ACTION BY U.N. ON IRAN"
20,"Race Tightens In Final Days Of Iowa Battle"
16,"ARMY SAYS C.I.A. HID MORE IRAQIS THAN IT CLAIMED"
16,"In Reversal, Army Suspends Sergeant In Sex-Assault Case"
12,"New Jersey Couple Held in Abuse; One Son, 19, Weighed 45 Pounds"
29,"A Sugar Bowl Lacking a Certain Sweetness"
19,"'Because It's Necessary'"
16,"A NATION AT WAR: BAGHDAD; 
Warning of Doom, Edgy Iraqi Leaders Put On Brave Front"
19,"Blacks in South Africa Find New Wealth but Old Biases"
20,"TESTING OF A PRESIDENT;"
19,"CHINA RULES OUT USING SANCTIONS ON NORTH KOREA"
16,"The Other Conflict Continues to Take a G.I. Toll"
20,"A Counsel's History"
16,"A Nation Challenged: The Fighting; Al Qaeda Balks At Surrender; Bin Laden Is In ""Shrinking Area"""
19,"Guilty Verdict In Plot to Bomb Subway Station"
19,"For China, a Line Is Crossed, but Doubts Remain"
16,"U.S.-KOREAN DEAL ON ARMS LEAVES KEY POINTS OPEN"
19,"Netanyahu Defiantly Defending Botched Assassination Attempt"
12,"U.S. Drug Sting Riles Mexico, Imperiling Future Cooperation"
16,"Air Force Pursued Boeing Deal Despite Concerns of Rumsfeld"
19,"Deep in China, a Poor and Pious Muslim Enclave"
15,"Deal on Bank Bill Was Helped Along By Midnight Talks"
3,"Many Are Surprised By Bold Decisions Of the Bush F.D.A."
12,"In Suicide Note, Bitter Plaintiff Says He Killed Judge's Family"
19,"CHILDREN FOR SALE -- A special report.; Asian Childhoods Sacrificed to Prosperity's Lust"
19,"Collision With China: Capital Hill; Anti-China Coalition in Congress Is Emboldened"
19,"As the Taliban Finish Off Foes, Iran Is Looming"
3,"Justices Accept Case Weighing Assisted Suicide"
19,"Factory Turnaround Reflects Economic Glimmer in Russia"
20,"Bush Restoring Cash Bonuses For Appointees"
19,"Serbs' Premier Is Assassinated; Led in Reforms"
15,"Enron Paid Huge Bonuses in '01; Experts See a Motive for Cheating"
19,"WARY ON ECONOMY, A SULLEN FRANCE GOES TO THE POLLS"
16,"North Korean Talks: U.S. Raises the Bar"
20,"TESTING OF A PRESIDENT: THE OVERVIEW;"
19,"BARAK'S COALITION CRUMBLES ON EVE OF SUMMIT TALKS"
19,"CABINET IN ISRAEL ENDORSES SEIZURE OF THE WEST BANK"
19,"A Farewell to the Russian Space Station"
29,"Jets and Rivals Increase Bids For Railyards"
19,"CRISIS IN THE BALKANS: THE ATROCITIES;"
